"","educ","yob","qob","pob","wklywge"
"1391",11,34,1,47,577.019464553128
"1392",13,31,4,20,480.86520896896
"1393",14,38,3,4,334.134631472674
"1394",16,37,1,42,269.326931395683
"1395",16,30,1,26,567.40367541647
"1396",12,33,4,27,423.172966617204
"1397",13,35,4,1,300.096173015261
"1398",16,37,1,36,574.519477437745
"1399",15,39,4,55,294.215649453377
"1400",12,37,2,34,329.326941338431
"1401",12,36,2,11,311.634491667499
"1402",17,34,1,36,509.519436439036
"1403",12,31,3,29,288.557680969383
"1404",12,36,3,48,663.557824041641
"1405",20,38,4,55,365.480892455584
"1406",12,36,2,26,299.326814033857
"1407",14,30,4,17,449.081775849694
"1408",17,37,4,51,615.480953262824
"1409",12,33,1,40,422.01927991721
"1410",12,33,3,17,1019.32711764018
"1411",12,34,2,22,144.326919398588
"1412",16,31,4,6,961.635037706562
"1413",11,35,4,5,288.557680969383
"1414",14,36,1,55,1442.30816259091
"1415",12,34,2,1,346.249980090089
"1416",12,38,2,36,428.942123684274
"1417",12,33,3,55,11.0576887447283
"1418",12,38,2,17,413.557681292001
"1419",12,35,1,19,133.499936208335
"1420",12,38,2,53,388.557824832642
"1421",10,38,4,42,318.173235445125
"1422",20,31,4,17,456.125048004143
"1423",16,35,2,39,578.281052215974
"1424",12,34,4,18,750.095851226683
"1425",11,33,2,29,177.019164371852
"1426",14,39,4,48,50.8333177082184
"1427",12,31,4,54,273.099992222205
"1428",12,38,4,42,577.019464553128
"1429",12,38,3,48,346.249980090089
"1430",13,32,2,13,373.94248418997
"1431",13,30,2,20,224.326818568843
"1432",8,32,2,39,307.788543464825
"1433",15,31,4,28,300.096173015261
"1434",9,30,1,54,500.09996077973
"1435",18,31,3,35,769.326917920281
"1436",12,30,1,26,682.788398698188
"1437",17,34,4,12,711.634900714472
"1438",20,34,4,42,539.903813206098
"1439",19,33,1,6,1442.30816259091
"1440",11,31,3,37,444.134746722667
"1441",10,34,1,51,104.999963233466
"1442",11,37,4,36,384.807804288151
"1443",12,38,1,9,384.711614361321
"1444",12,37,1,42,547.211290872562
"1445",12,30,3,48,202.019252042327
"1446",8,32,2,53,524.204565335706
"1447",17,37,4,8,807.788284457098
"1448",12,31,3,27,550.672908281384
"1449",19,31,2,12,440.288414643442
"1450",12,37,2,42,323.17306994972
"1451",12,37,3,13,383.749885296602
"1452",7,32,1,9,250.096038976685
"1453",12,32,3,48,525.095945905584
"1454",18,39,2,9,420.100093188551
"1455",12,38,1,4,307.788543464825
"1456",11,37,1,6,269.326931395683
"1457",12,31,3,42,205.288437003331
"1458",19,39,2,6,577.019464553128
"1459",12,35,1,42,527.91643281693
"1460",14,39,3,6,230.865433080054
"1461",19,33,1,9,287.653030895047
"1462",17,32,1,53,565.288375470514
"1463",11,37,4,26,343.365336047343
"1464",12,30,2,36,335.096315681786
"1465",14,32,3,18,727.115254968141
"1466",20,37,4,30,652.403998737004
"1467",12,34,1,54,650.250062210226
"1468",12,38,4,5,480.86520896896
"1469",15,33,2,13,285.125091067642
"1470",16,36,4,34,625.28841043875
"1471",16,36,3,37,461.634752774662
"1472",11,31,3,8,275.288324183101
"1473",13,30,2,55,288.557680969383
"1474",18,39,3,36,333.437352788686
"1475",8,31,4,36,347.788313448507
"1476",12,30,1,25,423.172966617204
"1477",12,33,4,17,288.557680969383
"1478",16,30,3,42,596.249974836729
"1479",11,39,2,25,421.249797098006
"1480",12,30,4,42,327.01923768246
"1481",12,39,4,19,288.557680969383
"1482",13,37,2,45,224.711644437428
"1483",12,30,1,36,384.711614361321
"1484",20,33,4,55,611.249975067674
"1485",13,35,4,36,601.634428967535
"1486",12,37,4,11,7463.74815002619
"1487",6,38,4,37,249.699950737759
"1488",14,31,3,13,343.173105288792
"1489",16,30,2,31,584.134345478606
"1490",12,30,1,36,392.254945670923
"1491",12,39,3,9,318.173235445125
"1492",13,38,2,26,347.63149628407
"1493",14,36,3,10,500.095959996047
"1494",12,30,3,37,403.94228142715
"1495",8,35,3,51,101.250029768856
"1496",10,33,1,53,461.634752774662
"1497",12,39,4,34,384.711614361321
"1498",12,35,4,25,557.788579054051
"1499",14,30,1,24,437.812615349894
"1500",11,37,4,37,403.94228142715
"1501",12,31,2,36,420.100093188551
"1502",8,33,2,48,287.980854357257
"1503",12,37,4,17,346.249980090089
"1504",8,33,1,46,250.096038976685
"1505",17,33,3,36,480.62483646261
"1506",15,30,3,19,480.86520896896
"1507",10,38,2,27,192.403936884517
"1508",20,32,2,40,225.416770021904
"1509",14,39,3,51,615.480953262824
"1510",9,37,3,23,346.249980090089
"1511",10,30,1,36,364.687564739012
"1512",17,32,2,36,519.327133692303
"1513",12,31,2,25,196.07142380133
"1514",11,39,2,42,230.865433080054
"1515",12,36,1,1,307.788543464825
"1516",16,31,3,39,1423.17276540495
"1517",12,32,1,39,750.095851226683
"1518",12,39,4,47,577.019464553128
"1519",11,33,4,36,499.444259865044
"1520",12,31,3,39,442.403782444095
"1521",12,38,4,35,480.86520896896
"1522",19,32,1,17,615.480953262824
"1523",14,37,4,48,628.750175161004
"1524",12,37,4,29,480.86520896896
"1525",20,30,2,17,38.5577069149205
"1526",12,35,4,26,205.480676934619
"1527",11,39,1,48,236.875100473705
"1528",5,31,1,48,216.826826417789
"1529",8,31,4,40,374.519173783317
"1530",12,31,2,26,250.096038976685
"1531",7,38,2,45,346.249980090089
"1532",12,38,1,41,300.124983630758
"1533",8,38,3,45,153.942322032129
"1534",12,34,4,21,327.01923768246
"1535",12,31,4,17,481.442112138851
"1536",9,32,2,47,200.106354958815
"1537",20,30,2,9,1250.10396645294
"1538",16,31,1,47,750.095851226683
"1539",12,36,4,21,10.4999972997838
"1540",5,31,4,5,208.43745078584
"1541",9,34,4,47,150.096136679942
"1542",0,30,2,25,4.01960645068873
"1543",10,35,4,26,187.604120384318
"1544",17,35,2,45,715.480968671109
"1545",19,39,2,17,807.788284457098
"1546",16,38,3,42,278.557638929909
"1547",14,34,4,25,211.634557104866
"1548",8,33,1,36,403.94228142715
"1549",20,36,4,19,779.807426422845
"1550",15,30,1,36,292.019330377468
"1551",12,35,2,9,577.019464553128
"1552",12,36,3,39,312.604245765979
"1553",17,36,4,1,506.63458292861
"1554",15,32,3,6,653.942220699472
"1555",18,36,1,42,439.519023235148
"1556",12,38,4,21,673.172761319504
"1557",16,37,3,25,384.711614361321
"1558",12,32,3,27,250.096038976685
"1559",12,34,2,21,408.265215005519
"1560",12,37,4,26,538.557893694644
"1561",12,37,4,42,257.788375929858
"1562",12,34,3,47,2404.99956099167
"1563",12,31,2,48,423.172966617204
"1564",14,38,1,13,769.326917920281
"1565",12,34,3,39,309.519161080525
"1566",18,39,2,42,365.480892455584
"1567",12,34,3,41,133.666648135327
"1568",7,39,3,26,400.125000684203
"1569",16,31,3,6,560.673085291219
"1570",14,36,1,36,500.250013274713
"1571",20,34,4,45,246.634627356866
"1572",13,36,4,13,346.249980090089
"1573",11,35,2,40,480.86520896896
"1574",16,39,1,27,364.134753116933
"1575",19,32,1,37,461.730782790014
"1576",14,39,1,36,750.095851226683
"1577",12,34,1,29,480.86520896896
"1578",8,30,4,1,398.999833660979
"1579",16,30,3,48,1038.55748950736
"1580",15,36,3,40,178.173002065807
"1581",12,30,3,48,211.634557104866
"1582",6,39,1,13,192.403936884517
"1583",10,38,3,53,362.403778340914
"1584",11,39,3,31,222.980873784647
"1585",12,33,4,42,250.096038976685
"1586",17,35,1,5,392.254945670923
"1587",15,39,1,47,500.09996077973
"1588",17,34,3,17,827.01927343999
"1589",13,39,4,19,160.199994451592
"1590",12,39,3,1,425.63833210163
"1591",8,39,3,47,192.403936884517
"1592",11,34,3,40,115.480767390854
"1593",12,35,1,45,634.711776134749
"1594",12,30,2,25,387.85711054371
"1595",12,35,1,36,673.172761319504
"1596",12,30,1,1,403.94228142715
"1597",8,36,1,54,500.208494246674
"1598",7,37,1,20,280.306038239778
"1599",14,33,4,39,461.634752774662
"1600",12,39,3,42,628.714337422405
"1601",12,32,4,11,269.134700601226
"1602",12,33,2,26,604.270533015473
"1603",9,35,1,38,312.604245765979
"1604",14,32,1,30,403.94228142715
"1605",12,33,3,36,965.480591840968
"1606",12,34,1,40,274.903739992878
"1607",12,30,4,42,500.095959996047
"1608",12,38,2,47,452.980917558117
"1609",12,33,1,48,560.09981000527
"1610",12,32,2,13,288.557680969383
"1611",16,36,1,54,846.25014874835
"1612",12,35,1,42,307.788543464825
"1613",12,38,2,39,491.274482946191
"1614",9,38,1,54,459.625027751498
"1615",19,38,2,55,580.673130251762
"1616",14,38,3,17,346.249980090089
"1617",12,33,4,28,577.019464553128
"1618",17,39,2,25,577.019464553128
"1619",12,38,3,42,346.249980090089
"1620",20,38,1,48,769.326917920281
"1621",5,37,4,21,96.2500025825903
"1622",12,39,4,55,865.480634986267
"1623",12,30,4,37,192.403936884517
"1624",12,39,3,49,269.326931395683
"1625",16,34,3,17,307.788543464825
"1626",19,38,1,21,29.9038429830845
"1627",16,35,4,5,730.865172358431
"1628",14,32,1,25,560.09981000527
"1629",18,30,3,20,1254.51961324909
"1630",12,32,4,37,480.86520896896
"1631",12,36,3,18,172.100051076277
"1632",13,33,4,22,961.635037706562
"1633",12,33,1,36,461.634752774662
"1634",12,30,3,20,408.75011354608
"1635",16,33,1,17,727.019282088835
"1636",6,31,1,12,125.138859908436
"1637",19,38,4,36,673.172761319504
"1638",12,34,2,23,199.583361263623
"1639",11,34,2,39,278.281168484745
"1640",12,35,4,28,384.711614361321
"1641",16,35,2,36,288.557680969383
"1642",18,38,2,9,428.690408543293
"1643",12,39,3,31,520.099947584831
"1644",13,38,4,13,403.94228142715
"1645",20,34,4,41,615.480953262824
"1646",12,30,2,17,352.596026233167
"1647",13,38,2,26,596.249974836729
"1648",13,36,4,48,346.249980090089
"1649",12,33,2,27,423.172966617204
"1650",18,33,4,34,788.558030686479
"1651",14,39,1,42,432.980633208044
"1652",10,35,3,42,288.557680969383
"1653",13,30,4,19,634.711776134749
"1654",8,34,3,47,365.480892455584
"1655",12,30,1,42,245.865343028768
"1656",12,38,2,39,366.634705682979
"1657",9,39,2,48,653.942220699472
"1658",12,31,2,9,500.095959996047
"1659",12,33,1,29,261.634633009391
"1660",12,34,2,27,403.94228142715
"1661",10,37,2,42,384.711614361321
"1662",16,38,1,28,673.172761319504
"1663",16,31,3,17,800.100224143183
"1664",9,32,3,42,461.634752774662
"1665",14,30,3,17,509.711561479868
"1666",13,39,2,42,211.634557104866
"1667",15,34,1,40,439.711574733025
"1668",8,31,3,13,334.134631472674
"1669",13,30,1,54,500.095959996047
"1670",11,32,2,13,19.3269211072826
"1671",15,38,2,42,153.942322032129
"1672",18,36,1,55,865.480634986267
"1673",11,38,4,37,440.100011523118
"1674",16,34,4,37,325.125089809676
"1675",10,39,2,42,307.788543464825
"1676",10,39,1,21,533.444481148239
"1677",12,34,1,20,423.172966617204
"1678",12,34,4,25,442.403782444095
"1679",9,39,3,54,344.038303995945
"1680",6,34,1,5,334.166709937037
"1681",12,36,1,54,419.134554152797
"1682",10,39,4,36,211.634557104866
"1683",20,36,2,22,201.900095838159
"1684",16,35,3,48,1442.30816259091
"1685",12,34,4,26,420.100093188551
"1686",16,32,4,42,317.403869735091
"1687",15,35,4,34,346.249980090089
"1688",12,35,3,22,240.480739235535
"1689",20,35,2,34,392.788382530337
"1690",6,35,2,37,134.711573460991
"1691",14,32,3,39,417.403758852895
"1692",18,35,2,36,1442.30816259091
"1693",11,31,1,42,419.326981071753
"1694",16,31,1,42,550.096105371022
"1695",17,39,2,39,381.071491783335
"1696",18,38,3,36,375.104254750481
"1697",11,35,2,42,383.372077760343
"1698",10,33,4,48,400.125000684203
"1699",12,35,3,26,384.711614361321
"1700",8,30,2,18,269.326931395683
"1701",8,34,2,34,270.937454760252
"1702",16,34,1,25,110.250053545466
"1703",11,39,2,42,32.9807810702536
"1704",11,36,1,54,219.903760858558
"1705",10,34,3,19,269.326931395683
"1706",20,31,4,17,1153.94178555186
"1707",12,37,3,17,192.403936884517
"1708",7,31,1,17,307.788543464825
"1709",12,34,2,27,173.173156750926
"1710",12,36,1,40,288.557680969383
"1711",12,39,2,25,461.634752774662
"1712",13,31,1,28,403.94228142715
"1713",14,33,3,42,769.326917920281
"1714",19,35,4,39,889.134928866585
"1715",18,31,2,36,701.442549823529
"1716",12,32,1,46,480.86520896896
"1717",9,37,2,13,649.134540802595
"1718",16,32,1,25,372.209176998859
"1719",16,39,4,26,480.86520896896
"1720",12,35,3,48,307.788543464825
"1721",10,37,3,36,306.224349005003
"1722",12,36,3,36,769.326917920281
"1723",20,39,4,36,400.166615848225
"1724",12,34,3,18,375.096002547651
"1725",18,37,3,34,596.249974836729
"1726",19,35,1,42,923.173323825475
"1727",7,38,3,36,215.288502346086
"1728",19,32,4,29,961.635037706562
"1729",8,38,3,20,132.249990644846
"1730",12,31,1,53,509.711561479868
"1731",10,39,2,47,215.865385904311
"1732",12,35,3,39,275.096239978007
"1733",16,36,1,26,346.249980090089
"1734",12,33,3,23,368.365259904081
"1735",10,35,1,22,1384.71137028826
"1736",12,39,4,44,175.124999184413
"1737",15,30,3,12,448.365164620033
"1738",16,30,3,55,1442.30816259091
"1739",13,37,2,13,503.172976175318
"1740",7,37,3,48,433.369624447591
"1741",12,38,3,45,202.019252042327
"1742",16,30,3,34,577.019464553128
"1743",12,34,4,6,932.78804568844
"1744",8,30,2,51,437.604266136034
"1745",7,32,2,36,277.019250454993
"1746",11,33,1,26,654.300024944734
"1747",7,37,2,36,250.096038976685
"1748",18,32,1,8,523.172898867115
"1749",12,37,4,42,480.86520896896
"1750",9,34,3,17,461.634752774662
"1751",15,31,3,29,538.557893694644
"1752",19,37,1,47,442.980610294352
"1753",12,34,2,36,480.86520896896
"1754",5,35,1,54,230.865433080054
"1755",12,36,1,49,327.549110644691
"1756",9,34,3,51,230.865433080054
"1757",12,39,2,44,408.265215005519
"1758",12,33,4,42,365.480892455584
"1759",14,31,2,34,598.172994155254
"1760",13,38,3,17,425.09598904537
"1761",12,32,3,17,610.673227358959
"1762",11,38,1,39,307.788543464825
"1763",8,34,4,29,352.211553736429
"1764",18,38,2,16,644.999795666759
"1765",10,38,4,36,77.019219915602
"1766",18,35,3,36,769.326917920281
"1767",12,33,4,36,384.711614361321
"1768",12,38,1,53,461.634752774662
"1769",10,35,2,37,266.057646109545
"1770",10,31,4,20,322.21144773001
"1771",19,30,1,8,447.404004670255
"1772",12,30,2,40,229.270837218862
"1773",12,32,2,45,151.826891480481
"1774",12,32,4,17,346.249980090089
"1775",10,30,1,6,35.5208198776987
"1776",12,38,3,17,365.480892455584
"1777",6,34,1,40,233.49998199506
"1778",12,37,1,12,346.249980090089
"1779",8,35,2,54,319.166528663277
"1780",12,35,3,29,571.607175879598
"1781",12,39,2,18,307.788543464825
"1782",14,30,4,40,361.249913507136
"1783",12,30,2,6,269.326931395683
"1784",12,31,1,55,827.01927343999
"1785",9,36,4,42,343.90621864922
"1786",12,31,3,55,384.711614361321
"1787",14,39,3,36,961.635037706562
"1788",12,32,4,55,317.596274772989
"1789",12,39,2,9,302.624874332507
"1790",12,32,1,17,249.711437199679
"1791",16,35,4,40,687.812313107076
"1792",11,31,2,45,147.403835433977
"1793",16,37,4,36,551.634671400607
"1794",13,37,3,42,403.94228142715
"1795",12,32,3,25,250.096038976685
"1796",12,34,3,25,480.86520896896
"1797",12,32,3,34,182.499968423388
"1798",15,38,2,48,423.172966617204
"1799",14,38,4,22,500.095959996047
"1800",12,32,3,51,242.900039833629
"1801",12,31,1,39,591.938651327655
"1802",12,33,2,42,562.01919268746
"1803",12,35,2,18,577.019464553128
"1804",20,32,4,36,398.173165557114
"1805",8,34,2,54,135.096184158962
"1806",20,32,3,36,457.874898764317
"1807",14,35,3,42,505.288220433195
"1808",13,34,4,36,250.096038976685
"1809",14,39,3,36,595.356865676999
"1810",12,35,4,19,392.254945670923
"1811",17,39,4,25,1028.94264942502
"1812",17,36,4,36,752.019308637604
"1813",5,33,3,21,23.1730739721404
"1814",18,39,2,36,1442.30816259091
"1815",12,34,3,6,538.557893694644
"1816",14,34,1,38,554.134811942106
"1817",12,34,2,5,596.249974836729
"1818",14,39,1,8,442.403782444095
"1819",14,36,1,42,386.6345764312
"1820",12,30,1,55,336.634576736493
"1821",12,36,4,12,615.480953262824
"1822",6,36,2,13,290.31252060982
"1823",16,33,2,44,346.249980090089
"1824",12,36,2,39,455.500129043162
"1825",16,35,4,53,442.403782444095
"1826",13,30,3,31,375.096002547651
"1827",13,31,1,30,692.403584354935
"1828",20,32,4,12,615.480953262824
"1829",14,31,2,36,173.173156750926
"1830",12,34,4,21,489.467957414205
"1831",17,37,3,39,577.019464553128
"1832",12,30,3,26,673.172761319504
"1833",19,38,4,6,1442.30816259091
"1834",13,33,1,36,403.94228142715
"1835",13,38,2,6,1442.30816259091
"1836",12,33,2,42,494.903601916172
"1837",12,38,3,55,192.403936884517
"1838",15,38,1,26,769.326917920281
"1839",12,32,3,42,451.078327685307
"1840",12,38,2,55,355.865553210626
"1841",11,32,3,13,11.6346184160216
"1842",13,38,1,25,202.187402000709
"1843",12,33,1,22,456.634824339844
"1844",18,37,3,6,486.634827038236
"1845",13,35,1,34,562.656321297976
"1846",13,37,4,36,432.788432478619
"1847",12,32,1,18,192.403936884517
"1848",12,38,2,36,27.0192344658287
"1849",12,33,3,19,359.519349831311
"1850",12,30,1,40,577.019464553128
"1851",20,34,3,39,577.019464553128
"1852",20,33,3,6,692.403584354935
"1853",12,34,3,42,192.403936884517
"1854",9,31,2,48,450.124855073709
"1855",12,36,3,27,153.942322032129
"1856",16,36,2,27,588.557718967154
"1857",12,36,2,6,277.019250454993
"1858",12,35,3,42,440.480862727485
"1859",12,37,1,28,423.172966617204
"1860",12,32,4,25,413.557681292001
"1861",14,39,3,39,278.94231383627
"1862",11,35,1,18,250.096038976685
"1863",12,37,1,5,520.865577590539
"1864",12,34,1,39,395.096089549759
"1865",12,34,4,9,470.673195148034
"1866",13,37,4,6,488.999760646846
"1867",12,35,4,34,366.057710524491
"1868",20,34,1,18,769.326917920281
"1869",12,33,3,29,317.403869735091
"1870",13,35,4,48,630.288719924971
"1871",12,32,1,19,327.01923768246
"1872",9,37,3,13,384.711614361321
"1873",16,30,1,28,277.596050159677
"1874",14,34,2,25,465.096076325954
"1875",13,36,4,36,480.86520896896
"1876",14,30,3,22,403.94228142715
"1877",12,31,1,47,403.94228142715
"1878",20,39,1,36,570.624856573862
"1879",18,38,4,39,480.86520896896
"1880",12,30,2,48,240.416779865871
"1881",12,33,1,34,461.634752774662
"1882",17,33,3,26,355.865553210626
"1883",12,33,4,1,563.173076955484
"1884",8,32,1,42,346.249980090089
"1885",8,37,1,46,230.865433080054
"1886",12,34,3,31,317.403869735091
"1887",8,30,3,21,459.711445379718
"1888",12,38,1,26,461.634752774662
"1889",20,38,3,36,40.4807681161291
"1890",12,35,2,20,259.519280890009
"1891",20,37,1,34,961.635037706562
"1892",11,31,2,36,201.499923150587
"1893",9,36,3,25,213.557688517663
"1894",10,31,3,19,384.711614361321
"1895",20,34,3,47,653.942220699472
"1896",12,37,2,47,303.94233624213
"1897",20,34,2,36,634.711776134749
"1898",6,39,3,36,117.884578799269
"1899",9,35,3,42,281.634744744942
"1900",12,31,3,37,480.86520896896
"1901",8,30,3,29,288.557680969383
"1902",12,32,1,36,365.480892455584
"1903",17,31,1,36,519.327133692303
"1904",6,33,1,12,134.711573460991
"1905",14,38,1,29,384.711614361321
"1906",12,30,3,42,807.788284457098
"1907",12,34,3,54,577.019464553128
"1908",12,32,4,26,557.596175185854
"1909",20,36,3,6,1442.30816259091
"1910",10,36,1,25,244.555676808616
"1911",10,39,3,27,470.125180156401
"1912",14,37,3,18,307.788543464825
"1913",18,38,1,40,872.981181954847
"1914",16,32,3,42,769.326917920281
"1915",16,33,3,40,1390.86481260416
"1916",2,32,2,13,145.612211144999
"1917",14,37,3,37,133.035764754358
"1918",12,38,2,22,216.24996846816
"1919",16,34,3,25,692.403584354935
"1920",10,32,2,37,125.096194832017
"1921",14,36,3,29,1153.94178555186
"1922",18,38,2,27,538.557893694644
"1923",20,31,3,29,343.173105288792
"1924",8,38,1,28,276.099967161742
"1925",5,34,1,51,327.01923768246
"1926",11,34,2,25,595.356865676999
"1927",17,37,4,6,480.86520896896
"1928",12,35,4,35,196.979172539666
"1929",19,37,4,48,1442.30816259091
"1930",11,32,2,46,571.607175879598
"1931",12,30,1,55,307.788543464825
"1932",12,38,1,54,615.480953262824
"1933",14,38,2,25,403.94228142715
"1934",19,39,1,6,329.897829847565
"1935",12,39,4,27,346.249980090089
"1936",17,38,1,37,211.634557104866
"1937",15,35,4,29,1442.30816259091
"1938",8,31,1,1,192.403936884517
"1939",16,32,4,25,567.40367541647
"1940",16,39,2,22,516.634675013814
"1941",12,35,1,48,173.173156750926
"1942",14,30,3,36,87.9166318409331
"1943",12,39,2,45,384.711614361321
"1944",12,35,2,45,192.403936884517
"1945",16,38,3,36,596.249974836729
"1946",16,39,3,48,36.6346311748936
"1947",6,37,2,44,160.199994451592
"1948",12,32,3,18,421.32647153824
"1949",17,38,2,6,898.173269378665
"1950",12,39,1,39,423.172966617204
"1951",13,37,3,54,395.865299257879
"1952",12,34,3,37,502.403710160335
"1953",12,34,4,37,230.865433080054
"1954",16,30,3,49,557.788579054051
"1955",8,34,3,17,750.208374043367
"1956",12,32,1,22,300.999920310599
"1957",14,39,4,21,328.173030073295
"1958",11,37,4,29,260.099955144561
"1959",16,39,3,42,692.403584354935
"1960",12,32,4,36,442.403782444095
"1961",12,37,3,42,278.94231383627
"1962",16,34,3,33,1440.19960853243
"1963",12,38,3,48,509.711561479868
"1964",12,35,1,42,320.099856923073
"1965",15,35,1,6,442.403782444095
"1966",12,33,4,22,480.86520896896
"1967",12,36,3,22,480.86520896896
"1968",12,32,1,42,388.099985106717
"1969",17,31,3,6,428.690408543293
"1970",12,34,3,36,347.403872209027
"1971",20,38,3,26,1442.30816259091
"1972",10,36,2,51,180.099954582044
"1973",12,34,1,36,327.01923768246
"1974",12,36,3,42,177.019164371852
"1975",20,32,4,23,500.095959996047
"1976",19,36,1,55,587.78838872241
"1977",12,30,4,21,461.634752774662
"1978",14,32,4,51,428.55753511309
"1979",12,33,4,27,490.480734026219
"1980",12,36,1,17,500.095959996047
"1981",12,39,1,37,467.211478537656
"1982",12,39,2,10,640.099734903947
"1983",16,36,3,12,377.916775218998
"1984",13,39,1,22,307.788543464825
"1985",12,39,4,13,336.634576736493
"1986",13,35,4,22,112.61365743975
"1987",17,30,1,25,769.326917920281
"1988",6,33,1,21,34.7115331789442
"1989",12,30,3,42,174.903781024774
"1990",7,31,3,11,105.865349618904
"1991",16,39,4,47,839.711180520795
"1992",6,34,1,51,500.124966402905
"1993",12,34,1,34,384.711614361321
"1994",15,35,4,48,472.211510179885
"1995",19,39,3,42,630.100291769126
"1996",16,35,2,39,400.096192721253
"1997",12,36,1,26,321.250116867742
"1998",17,33,1,19,470.568246727699
"1999",12,31,4,42,452.019355130223
"2000",12,39,3,21,269.326931395683
"2001",11,39,3,49,500.095959996047
"2002",12,31,4,21,730.865172358431
"2003",17,37,2,8,346.249980090089
"2004",18,35,3,37,202.019252042327
"2005",11,32,3,34,202.019252042327
"2006",11,30,2,48,240.480739235535
"2007",12,32,2,39,437.656344142284
"2008",16,31,4,26,577.019464553128
"2009",12,36,3,39,325.125089809676
"2010",8,30,3,17,375.124886051848
"2011",3,37,4,22,281.354094831661
"2012",9,33,3,35,363.645684736314
"2013",18,35,1,31,384.711614361321
"2014",7,33,4,8,125.624964974079
"2015",12,36,3,36,484.03247423854
"2016",14,37,1,1,577.019464553128
"2017",13,35,1,18,375.096002547651
"2018",16,39,2,39,421.249797098006
"2019",12,31,2,39,110.096141753081
"2020",12,32,1,22,207.596231826035
"2021",16,30,3,36,654.03835727178
"2022",19,36,1,36,96.2500025825903
"2023",19,37,3,39,769.326917920281
"2024",20,31,2,36,438.557529793866
"2025",9,37,1,17,292.083289614102
"2026",12,39,3,17,442.403782444095
"2027",12,35,4,28,192.403936884517
"2028",17,38,1,6,519.327133692303
"2029",20,33,1,9,442.403782444095
"2030",10,30,2,5,256.833239308706
"2031",20,39,1,34,1346.24969242149
"2032",11,37,1,51,327.980777013321
"2033",12,38,4,39,514.687540983559
"2034",16,30,1,39,336.634576736493
"2035",12,36,3,40,483.229163632977
"2036",12,39,3,25,360.100082587205
"2037",12,33,3,39,492.403745055851
"2038",20,35,3,29,631.634560593381
"2039",12,33,3,42,192.403936884517
"2040",12,35,1,13,147.624959474356
"2041",12,35,4,9,403.94228142715
"2042",9,34,1,12,346.249980090089
"2043",11,37,1,42,361.808476001923
"2044",15,30,4,36,394.32679719015
"2045",16,31,3,39,1250.09646585164
"2046",16,31,2,17,961.635037706562
"2047",12,32,3,36,240.480739235535
"2048",12,35,4,29,427.596075013093
"2049",12,31,3,48,230.865433080054
"2050",12,30,3,18,461.634752774662
"2051",13,31,4,24,365.480892455584
"2052",12,33,4,8,384.711614361321
"2053",19,32,4,41,480.86520896896
"2054",12,38,2,25,459.903644930794
"2055",19,30,3,13,694.583232343081
"2056",12,31,3,26,223.749920086591
"2057",12,36,3,1,480.86520896896
"2058",12,35,3,17,652.282662877823
"2059",5,30,1,37,288.557680969383
"2060",12,32,2,37,220.100002524015
"2061",13,34,1,36,28.9422944193236
"2062",7,32,1,45,235.39218606761
"2063",13,35,4,1,384.711614361321
"2064",12,39,1,41,288.557680969383
"2065",12,31,1,19,384.711614361321
"2066",16,37,3,17,769.326917920281
"2067",20,37,2,42,521.44249504983
"2068",12,35,4,17,857.403811868366
"2069",19,37,3,11,1054.90395093728
"2070",10,33,3,5,230.865433080054
"2071",12,37,2,36,557.788579054051
"2072",12,30,1,27,143.035664319449
"2073",12,35,1,37,192.403936884517
"2074",14,39,2,34,4250.41540714675
"2075",15,39,3,6,310.480780218389
"2076",12,35,2,18,125.124970265876
"2077",18,39,1,25,238.214374155056
"2078",12,35,4,42,440.100011523118
"2079",12,35,4,4,77.019219915602
"2080",7,32,1,47,259.711655943303
"2081",17,39,2,1,846.25014874835
"2082",10,34,2,17,122.07321650366
"2083",10,39,2,37,312.604245765979
"2084",20,33,4,29,480.86520896896
"2085",8,36,4,25,10.2500030177602
"2086",12,31,4,48,530.865131850943
"2087",12,31,4,34,346.249980090089
"2088",14,30,3,27,480.86520896896
"2089",12,38,2,55,474.574683612055
"2090",6,38,4,13,266.80551907082
"2091",16,33,4,18,597.981011439005
"2092",12,32,2,24,211.634557104866
"2093",12,38,1,29,309.711432173552
"2094",17,32,1,48,473.365586453281
"2095",10,37,4,26,509.489885168717
"2096",12,38,2,36,213.749976954145
"2097",12,39,3,30,250.096038976685
"2098",14,33,2,34,1442.30816259091
"2099",12,38,4,10,307.788543464825
"2100",11,34,2,40,577.100252933221
"2101",12,35,3,29,307.788543464825
"2102",16,30,2,4,333.437352788686
"2103",12,32,3,42,122.031230539183
"2104",17,33,2,31,553.51065378823
"2105",13,39,4,28,403.94228142715
"2106",12,30,4,42,596.249974836729
"2107",12,32,2,26,444.327098709198
"2108",12,38,3,19,387.788465910373
"2109",16,33,3,36,653.942220699472
"2110",16,31,2,36,509.711561479868
"2111",12,37,3,6,442.403782444095
"2112",12,31,1,38,615.480953262824
"2113",12,31,3,36,346.249980090089
"2114",12,37,4,48,503.749942944829
"2115",8,32,4,13,169.222260202641
"2116",16,37,1,55,730.543662419967
"2117",8,33,1,51,153.942322032129
"2118",20,39,1,35,1115.48102118658
"2119",5,30,4,21,509.901719354539
"2120",18,30,4,48,693.750232364217
"2121",12,37,1,17,415.48063221163
"2122",17,39,4,19,461.634752774662
"2123",16,34,1,25,494.625049608126
